[note 2025-10-05 12:48:24.338-0700] revisiond[125]  <private> starting, built @ Apr 18 2025 22:19:23
[ERR  2025-10-05 13:00:18.093-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:18.093-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:18.093-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:18.093-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:18.102-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:18.344-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:19.916-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:19.916-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:19.916-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:19.916-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:19.916-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:19.958-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:20.488-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:20.852-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:24.726-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:24.726-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:24.726-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:24.726-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:24.769-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:24.770-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:25.072-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:25.072-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:26.967-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.186-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.379-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.430-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.430-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.430-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.492-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.492-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.492-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.575-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.576-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.576-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.587-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.609-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.610-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.617-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.671-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.671-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.671-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.672-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.754-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.754-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.754-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.754-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.759-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.816-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.824-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.824-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.831-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.878-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.926-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.926-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.926-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:27.926-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:28.062-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:28.062-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:28.062-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:28.062-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:28.062-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:28.062-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:28.615-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:28.615-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:28.976-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:29.497-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:29.514-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:29.882-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:29.938-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:38.954-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:38.954-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:38.954-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:38.954-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:38.955-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:38.982-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:38.982-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:38.983-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:39.048-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:39.051-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:39.051-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:39.051-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:39.051-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:39.232-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:39.669-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:39.693-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:39.693-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.169-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.169-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.172-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.245-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.245-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.248-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.438-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.438-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.564-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.564-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.564-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.612-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.650-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.650-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.703-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.743-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:40.743-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.162-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.162-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.162-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.162-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.162-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.500-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.501-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.501-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.501-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.501-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.526-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.527-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.847-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.847-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.949-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.949-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.949-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.996-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:41.998-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:42.537-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:42.537-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:42.537-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:42.537-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:42.537-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:42.611-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:42.611-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:42.708-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:42.708-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:42.708-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:42.708-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:43.128-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:43.128-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:43.128-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:43.577-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:43.577-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:43.577-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:43.577-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:43.607-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:43.607-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:43.614-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:43.614-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:44.204-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:47.805-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:47.805-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:47.805-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:47.805-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:47.817-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:47.819-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:47.820-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:47.822-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:47.824-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:48.194-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:48.194-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:48.194-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:48.194-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:48.428-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:48.428-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:48.514-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:51.128-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:51.128-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:51.128-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:51.135-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:51.136-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:51.136-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:51.947-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:51.971-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:53.078-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:53.784-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:54.194-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:54.265-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:54.375-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:54.698-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:55.095-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:56.601-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:56.789-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:58.023-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:00:58.693-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:00.591-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:00.795-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:01.110-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:01.575-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:02.197-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:02.806-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:03.363-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:03.366-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:03.398-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:03.407-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:03.962-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:05.327-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:05.327-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:05.362-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:05.660-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:05.745-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:05.903-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:06.475-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:06.679-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:10.699-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:10.699-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:10.705-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:11.039-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:12.431-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:12.431-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:12.431-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:12.439-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:12.493-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:13.070-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:13.070-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:13.070-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:13.949-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:14.003-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:14.105-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:18.631-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:18.631-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:18.882-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:18.882-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:19.078-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:19.497-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:19.497-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:19.907-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:19.908-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:19.919-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:20.311-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:20.347-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:20.347-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:20.522-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:20.522-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:20.522-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:20.853-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:25.620-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:25.620-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:25.620-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:25.691-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:25.691-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:25.691-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:26.430-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:26.430-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:26.430-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:26.433-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:26.433-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:26.433-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:26.847-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:26.855-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:26.958-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:26.960-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:26.960-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:26.962-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:27.332-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:27.332-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:27.332-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:27.418-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:27.421-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:27.421-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:27.646-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:27.646-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:27.646-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:27.647-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:27.652-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:27.653-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:27.746-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:27.823-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:27.823-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:28.005-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:28.005-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:28.005-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:28.094-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:28.391-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:28.392-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:28.829-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:35.301-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:35.420-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:35.617-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:35.622-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:35.681-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:35.684-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:35.688-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
